Marital,Mode,Order,Course,Attendance,Qualification,Nationality,Mother-Q,Father-Q,Mother-O,Father-O,Displaced,Need,Debtor,Fee,Gender,Scholarship,Age,1st,2nd,Unemployment,Inflation,GDP,Target,,,,,,
1.00 ,5.00 ,3.00 ,17.00 ,1.00 ,1.00 ,16.00 ,12.00 ,2.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,18.00 ,6.00 ,5.00 ,8.90 ,1.01 ,3.51 ,1.00 ,,,,,,
1.00 ,4.00 ,1.00 ,9.00 ,1.00 ,1.00 ,13.00 ,3.00 ,1.00 ,3.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,8.00 ,6.00 ,12.44 ,2.97 ,0.43 ,1.00 ,,,,,,
1.00 ,3.00 ,3.00 ,12.00 ,1.00 ,1.00 ,10.00 ,2.00 ,4.00 ,5.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,6.00 ,1.00 ,9.30 ,2.31 ,3.11 ,0.00 ,,,,,,
1.00 ,2.00 ,3.00 ,7.00 ,1.00 ,1.00 ,7.00 ,24.00 ,2.00 ,4.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,20.00 ,0.00 ,0.00 ,10.34 ,0.47 ,-1.43 ,0.00 ,,,,,,
1.00 ,13.00 ,1.00 ,13.00 ,1.00 ,1.00 ,11.00 ,25.00 ,28.00 ,9.00 ,10.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,19.00 ,0.00 ,1.00 ,9.37 ,0.46 ,-0.22 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,6.00 ,1.00 ,1.00 ,9.00 ,1.00 ,2.00 ,10.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,21.00 ,6.00 ,7.00 ,15.94 ,0.88 ,1.56 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,16.00 ,1.00 ,1.00 ,13.00 ,22.00 ,28.00 ,10.00 ,10.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,22.00 ,1.00 ,4.00 ,13.30 ,1.06 ,1.51 ,0.00 ,,,,,,
1.00 ,7.00 ,3.00 ,13.00 ,1.00 ,1.00 ,13.00 ,14.00 ,1.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.00 ,6.00 ,6.00 ,9.05 ,-0.38 ,3.28 ,1.00 ,,,,,,
1.00 ,6.00 ,2.00 ,14.00 ,1.00 ,1.00 ,9.00 ,10.00 ,2.00 ,9.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,7.00 ,9.00 ,13.82 ,-0.75 ,-0.53 ,1.00 ,,,,,,
1.00 ,4.00 ,2.00 ,9.00 ,1.00 ,1.00 ,13.00 ,14.00 ,2.00 ,4.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,6.00 ,5.00 ,15.54 ,0.01 ,1.67 ,1.00 ,,,,,,
1.00 ,2.00 ,4.00 ,16.00 ,1.00 ,1.00 ,15.00 ,4.00 ,4.00 ,9.00 ,4.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,18.00 ,7.00 ,6.00 ,14.24 ,1.11 ,3.51 ,1.00 ,,,,,,
1.00 ,2.00 ,1.00 ,4.00 ,1.00 ,1.00 ,15.00 ,1.00 ,2.00 ,4.00 ,6.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,18.00 ,0.00 ,0.00 ,12.07 ,-0.08 ,-3.34 ,0.00 ,,,,,,
2.00 ,14.00 ,1.00 ,17.00 ,1.00 ,1.00 ,17.00 ,24.00 ,28.00 ,9.00 ,11.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,23.00 ,6.00 ,6.00 ,12.40 ,1.24 ,-4.06 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,7.00 ,1.00 ,1.00 ,19.00 ,3.00 ,2.00 ,5.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,7.00 ,7.00 ,12.13 ,2.17 ,3.51 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,11.00 ,1.00 ,1.00 ,14.00 ,1.00 ,2.00 ,3.00 ,5.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,21.00 ,2.00 ,0.00 ,9.31 ,0.27 ,1.66 ,0.00 ,,,,,,
1.00 ,13.00 ,1.00 ,14.00 ,1.00 ,1.00 ,16.00 ,3.00 ,18.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,27.00 ,6.00 ,5.00 ,14.70 ,2.38 ,0.95 ,1.00 ,,,,,,
1.00 ,2.00 ,1.00 ,17.00 ,1.00 ,1.00 ,10.00 ,15.00 ,12.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,6.00 ,6.00 ,13.18 ,1.16 ,3.51 ,1.00 ,,,,,,
1.00 ,8.00 ,3.00 ,15.00 ,1.00 ,1.00 ,15.00 ,14.00 ,1.00 ,9.00 ,4.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22.00 ,7.00 ,6.00 ,7.60 ,-0.54 ,3.16 ,1.00 ,,,,,,
1.00 ,2.00 ,3.00 ,7.00 ,1.00 ,1.00 ,19.00 ,1.00 ,26.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,15.00 ,9.00 ,16.12 ,0.92 ,-0.66 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,10.00 ,1.00 ,1.00 ,12.00 ,14.00 ,1.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22.00 ,6.00 ,6.00 ,9.18 ,-0.01 ,2.39 ,1.00 ,,,,,,
1.00 ,3.00 ,2.00 ,5.00 ,1.00 ,1.00 ,16.00 ,3.00 ,2.00 ,9.00 ,3.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.00 ,15.00 ,9.00 ,13.65 ,0.26 ,1.93 ,1.00 ,,,,,,
1.00 ,7.00 ,2.00 ,11.00 ,1.00 ,1.00 ,11.00 ,2.00 ,3.00 ,4.00 ,6.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,20.00 ,3.00 ,6.00 ,10.00 ,3.42 ,3.14 ,1.00 ,,,,,,
2.00 ,2.00 ,1.00 ,17.00 ,1.00 ,1.00 ,8.00 ,21.00 ,27.00 ,10.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,59.00 ,7.00 ,10.00 ,9.28 ,2.39 ,0.39 ,1.00 ,,,,,,
1.00 ,7.00 ,2.00 ,9.00 ,1.00 ,1.00 ,13.00 ,8.00 ,28.00 ,2.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,18.00 ,0.00 ,1.00 ,10.11 ,3.22 ,-4.06 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,8.00 ,1.00 ,1.00 ,15.00 ,2.00 ,2.00 ,9.00 ,3.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,20.00 ,14.00 ,9.00 ,14.46 ,1.06 ,1.82 ,1.00 ,,,,,,
1.00 ,4.00 ,3.00 ,13.00 ,1.00 ,1.00 ,7.00 ,1.00 ,2.00 ,4.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,6.00 ,11.86 ,-0.05 ,0.27 ,1.00 ,,,,,,
1.00 ,14.00 ,2.00 ,13.00 ,1.00 ,1.00 ,14.00 ,21.00 ,28.00 ,10.00 ,6.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.00 ,5.00 ,9.00 ,14.92 ,1.66 ,-4.06 ,0.00 ,,,,,,
1.00 ,1.00 ,2.00 ,5.00 ,1.00 ,1.00 ,15.00 ,14.00 ,1.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,5.00 ,7.00 ,12.90 ,0.04 ,-1.06 ,1.00 ,,,,,,
1.00 ,8.00 ,1.00 ,12.00 ,1.00 ,1.00 ,13.00 ,3.00 ,1.00 ,3.00 ,3.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,22.00 ,3.00 ,1.00 ,10.97 ,-0.49 ,3.17 ,1.00 ,,,,,,
1.00 ,14.00 ,1.00 ,14.00 ,1.00 ,11.00 ,15.00 ,2.00 ,4.00 ,2.00 ,10.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,20.00 ,0.00 ,0.00 ,15.58 ,0.31 ,-0.39 ,0.00 ,,,,,,
1.00 ,7.00 ,1.00 ,15.00 ,1.00 ,1.00 ,16.00 ,4.00 ,3.00 ,3.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,6.00 ,6.00 ,10.98 ,0.35 ,3.36 ,1.00 ,,,,,,
1.00 ,3.00 ,3.00 ,7.00 ,1.00 ,1.00 ,12.00 ,2.00 ,4.00 ,3.00 ,3.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,18.00 ,0.00 ,0.00 ,9.72 ,0.96 ,1.80 ,0.00 ,,,,,,
1.00 ,16.00 ,2.00 ,6.00 ,1.00 ,14.00 ,11.00 ,2.00 ,4.00 ,1.00 ,5.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,26.00 ,1.00 ,0.00 ,13.26 ,2.94 ,-1.11 ,0.00 ,,,,,,
1.00 ,5.00 ,1.00 ,13.00 ,1.00 ,1.00 ,14.00 ,15.00 ,1.00 ,4.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,5.00 ,5.00 ,12.57 ,-0.24 ,3.11 ,1.00 ,,,,,,
1.00 ,11.00 ,1.00 ,17.00 ,1.00 ,1.00 ,16.00 ,19.00 ,2.00 ,10.00 ,11.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,23.00 ,7.00 ,4.00 ,12.42 ,-0.03 ,0.34 ,0.00 ,,,,,,
1.00 ,12.00 ,1.00 ,13.00 ,1.00 ,1.00 ,7.00 ,2.00 ,4.00 ,10.00 ,7.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,35.00 ,18.00 ,6.00 ,12.17 ,0.52 ,1.09 ,1.00 ,,,,,,
1.00 ,2.00 ,3.00 ,15.00 ,1.00 ,1.00 ,9.00 ,19.00 ,27.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,9.00 ,14.19 ,0.85 ,-1.48 ,1.00 ,,,,,,
1.00 ,6.00 ,2.00 ,4.00 ,1.00 ,1.00 ,12.00 ,1.00 ,3.00 ,3.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,3.00 ,0.00 ,14.18 ,0.80 ,0.29 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,15.00 ,1.00 ,1.00 ,5.00 ,2.00 ,14.00 ,4.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,6.00 ,5.00 ,13.43 ,0.25 ,-1.96 ,1.00 ,,,,,,
1.00 ,15.00 ,1.00 ,15.00 ,1.00 ,1.00 ,3.00 ,3.00 ,2.00 ,5.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,33.00 ,2.00 ,0.00 ,11.02 ,2.79 ,-2.33 ,0.00 ,,,,,,
1.00 ,7.00 ,1.00 ,7.00 ,1.00 ,14.00 ,11.00 ,4.00 ,3.00 ,4.00 ,4.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,22.00 ,5.00 ,5.00 ,16.20 ,0.23 ,1.41 ,1.00 ,,,,,,
2.00 ,18.00 ,1.00 ,10.00 ,0.00 ,1.00 ,17.00 ,22.00 ,26.00 ,10.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,33.00 ,18.00 ,9.00 ,11.45 ,0.64 ,0.75 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,15.00 ,1.00 ,1.00 ,14.00 ,20.00 ,1.00 ,11.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,6.00 ,5.00 ,14.73 ,0.47 ,-1.00 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,7.00 ,1.00 ,1.00 ,12.00 ,22.00 ,15.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,22.00 ,5.00 ,5.00 ,13.29 ,-0.77 ,-4.06 ,1.00 ,,,,,,
1.00 ,8.00 ,1.00 ,16.00 ,1.00 ,1.00 ,12.00 ,23.00 ,3.00 ,3.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,31.00 ,0.00 ,1.00 ,8.83 ,0.17 ,-1.54 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,9.00 ,1.00 ,1.00 ,14.00 ,22.00 ,25.00 ,10.00 ,9.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,22.00 ,6.00 ,5.00 ,11.42 ,1.27 ,1.09 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,15.00 ,1.00 ,1.00 ,9.00 ,2.00 ,2.00 ,4.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,5.00 ,16.20 ,-0.07 ,2.44 ,1.00 ,,,,,,
1.00 ,13.00 ,1.00 ,8.00 ,0.00 ,1.00 ,18.00 ,21.00 ,24.00 ,9.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.00 ,17.00 ,9.00 ,12.37 ,-0.43 ,1.97 ,1.00 ,,,,,,
1.00 ,5.00 ,2.00 ,17.00 ,1.00 ,1.00 ,13.00 ,10.00 ,10.00 ,10.00 ,11.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,6.00 ,5.00 ,10.22 ,0.39 ,2.55 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,4.00 ,1.00 ,1.00 ,14.00 ,19.00 ,1.00 ,5.00 ,4.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,24.00 ,2.00 ,5.00 ,11.29 ,-0.45 ,1.67 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,10.00 ,1.00 ,1.00 ,14.00 ,11.00 ,3.00 ,10.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,7.00 ,7.00 ,15.01 ,0.75 ,2.40 ,1.00 ,,,,,,
1.00 ,13.00 ,1.00 ,15.00 ,1.00 ,1.00 ,14.00 ,3.00 ,2.00 ,13.00 ,6.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,23.00 ,6.00 ,5.00 ,11.85 ,1.09 ,2.78 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,12.00 ,1.00 ,1.00 ,12.00 ,13.00 ,11.00 ,6.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,23.00 ,7.00 ,6.00 ,9.33 ,0.48 ,3.51 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,12.00 ,1.00 ,1.00 ,2.00 ,19.00 ,3.00 ,9.00 ,6.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,20.00 ,3.00 ,0.00 ,8.78 ,-0.72 ,-3.32 ,0.00 ,,,,,,
1.00 ,14.00 ,1.00 ,12.00 ,0.00 ,1.00 ,10.00 ,19.00 ,27.00 ,9.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,29.00 ,6.00 ,1.00 ,13.41 ,-0.80 ,-4.06 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,8.00 ,1.00 ,1.00 ,12.00 ,2.00 ,2.00 ,9.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,18.00 ,6.00 ,6.00 ,12.01 ,0.31 ,2.38 ,1.00 ,,,,,,
1.00 ,2.00 ,3.00 ,9.00 ,1.00 ,1.00 ,16.00 ,22.00 ,24.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,21.00 ,6.00 ,6.00 ,10.45 ,-0.36 ,-2.44 ,1.00 ,,,,,,
1.00 ,14.00 ,1.00 ,15.00 ,0.00 ,1.00 ,14.00 ,19.00 ,27.00 ,9.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,31.00 ,16.00 ,11.00 ,11.97 ,-0.60 ,-3.07 ,1.00 ,,,,,,
1.00 ,2.00 ,3.00 ,14.00 ,1.00 ,1.00 ,11.00 ,3.00 ,2.00 ,4.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,6.00 ,6.00 ,13.20 ,0.41 ,3.51 ,0.00 ,,,,,,
1.00 ,6.00 ,2.00 ,4.00 ,1.00 ,1.00 ,19.00 ,1.00 ,2.00 ,9.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,1.00 ,1.00 ,13.90 ,0.11 ,-1.55 ,0.00 ,,,,,,
1.00 ,3.00 ,3.00 ,13.00 ,1.00 ,1.00 ,10.00 ,22.00 ,28.00 ,4.00 ,4.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,21.00 ,1.00 ,0.00 ,9.60 ,-0.03 ,-2.90 ,0.00 ,,,,,,
1.00 ,1.00 ,3.00 ,17.00 ,1.00 ,1.00 ,10.00 ,18.00 ,2.00 ,10.00 ,11.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,11.00 ,8.00 ,3.70 ,-0.13 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,4.00 ,1.00 ,1.00 ,12.00 ,3.00 ,3.00 ,3.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,7.00 ,7.00 ,13.39 ,0.99 ,2.89 ,1.00 ,,,,,,
1.00 ,2.00 ,3.00 ,7.00 ,1.00 ,1.00 ,13.00 ,12.00 ,13.00 ,9.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,7.00 ,7.00 ,10.49 ,1.16 ,3.02 ,1.00 ,,,,,,
1.00 ,1.00 ,2.00 ,7.00 ,1.00 ,1.00 ,11.00 ,16.00 ,2.00 ,4.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,7.00 ,8.00 ,13.65 ,1.26 ,3.51 ,1.00 ,,,,,,
1.00 ,3.00 ,2.00 ,11.00 ,1.00 ,1.00 ,19.00 ,1.00 ,1.00 ,10.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,2.00 ,1.00 ,13.09 ,2.86 ,-0.39 ,1.00 ,,,,,,
1.00 ,13.00 ,3.00 ,14.00 ,1.00 ,1.00 ,16.00 ,11.00 ,24.00 ,9.00 ,5.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,23.00 ,6.00 ,7.00 ,13.98 ,0.23 ,2.15 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,10.00 ,1.00 ,1.00 ,14.00 ,22.00 ,14.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,6.00 ,5.00 ,8.13 ,1.28 ,2.37 ,1.00 ,,,,,,
1.00 ,15.00 ,1.00 ,16.00 ,0.00 ,1.00 ,15.00 ,20.00 ,26.00 ,9.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,29.00 ,7.00 ,11.00 ,15.04 ,-0.80 ,-1.29 ,1.00 ,,,,,,
1.00 ,3.00 ,2.00 ,3.00 ,1.00 ,1.00 ,14.00 ,14.00 ,16.00 ,9.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,18.00 ,6.00 ,5.00 ,16.14 ,1.18 ,1.71 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,12.00 ,1.00 ,1.00 ,10.00 ,2.00 ,2.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,7.00 ,6.00 ,11.37 ,3.70 ,2.58 ,1.00 ,,,,,,
1.00 ,2.00 ,1.00 ,10.00 ,1.00 ,1.00 ,13.00 ,14.00 ,3.00 ,4.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,0.00 ,0.00 ,13.13 ,3.70 ,-2.08 ,0.00 ,,,,,,
1.00 ,7.00 ,1.00 ,17.00 ,1.00 ,1.00 ,14.00 ,22.00 ,12.00 ,10.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,6.00 ,6.00 ,7.60 ,0.00 ,2.98 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,16.00 ,1.00 ,1.00 ,10.00 ,20.00 ,1.00 ,5.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,5.00 ,6.00 ,12.17 ,3.58 ,-0.30 ,0.00 ,,,,,,
1.00 ,5.00 ,1.00 ,7.00 ,1.00 ,1.00 ,12.00 ,4.00 ,2.00 ,10.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,7.00 ,6.00 ,13.03 ,0.97 ,3.18 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,8.00 ,1.00 ,1.00 ,13.00 ,2.00 ,13.00 ,4.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,20.00 ,6.00 ,7.00 ,9.58 ,3.06 ,0.31 ,1.00 ,,,,,,
3.00 ,7.00 ,1.00 ,17.00 ,1.00 ,1.00 ,19.00 ,22.00 ,28.00 ,10.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,23.00 ,6.00 ,5.00 ,10.96 ,0.36 ,-1.27 ,1.00 ,,,,,,
1.00 ,12.00 ,1.00 ,7.00 ,1.00 ,1.00 ,12.00 ,1.00 ,3.00 ,10.00 ,8.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,52.00 ,3.00 ,4.00 ,10.41 ,2.06 ,-4.06 ,0.00 ,,,,,,
3.00 ,7.00 ,1.00 ,12.00 ,1.00 ,1.00 ,13.00 ,16.00 ,15.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,33.00 ,6.00 ,5.00 ,11.38 ,2.93 ,2.95 ,1.00 ,,,,,,
1.00 ,13.00 ,2.00 ,4.00 ,1.00 ,1.00 ,9.00 ,20.00 ,28.00 ,9.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,0.00 ,1.00 ,10.48 ,-0.15 ,0.33 ,0.00 ,,,,,,
1.00 ,7.00 ,1.00 ,15.00 ,1.00 ,1.00 ,9.00 ,2.00 ,2.00 ,6.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,6.00 ,14.01 ,1.09 ,3.51 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,8.00 ,1.00 ,1.00 ,14.00 ,22.00 ,14.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,32.00 ,6.00 ,5.00 ,10.77 ,-0.36 ,-2.69 ,1.00 ,,,,,,
1.00 ,8.00 ,1.00 ,16.00 ,1.00 ,1.00 ,13.00 ,25.00 ,17.00 ,4.00 ,9.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,22.00 ,6.00 ,6.00 ,9.95 ,0.89 ,1.11 ,0.00 ,,,,,,
1.00 ,7.00 ,1.00 ,15.00 ,1.00 ,1.00 ,11.00 ,21.00 ,15.00 ,9.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,22.00 ,5.00 ,5.00 ,16.20 ,-0.80 ,-4.06 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,13.00 ,1.00 ,1.00 ,11.00 ,3.00 ,14.00 ,5.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,7.00 ,7.00 ,12.81 ,3.07 ,-1.45 ,1.00 ,,,,,,
1.00 ,12.00 ,1.00 ,16.00 ,1.00 ,1.00 ,9.00 ,1.00 ,2.00 ,11.00 ,6.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,22.00 ,7.00 ,5.00 ,15.03 ,0.40 ,0.53 ,0.00 ,,,,,,
1.00 ,3.00 ,2.00 ,13.00 ,1.00 ,1.00 ,8.00 ,3.00 ,2.00 ,4.00 ,11.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,21.00 ,5.00 ,5.00 ,10.51 ,0.20 ,2.01 ,0.00 ,,,,,,
1.00 ,5.00 ,1.00 ,8.00 ,1.00 ,1.00 ,12.00 ,14.00 ,4.00 ,2.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,6.00 ,7.00 ,12.02 ,1.36 ,2.70 ,1.00 ,,,,,,
1.00 ,11.00 ,1.00 ,16.00 ,1.00 ,1.00 ,13.00 ,23.00 ,2.00 ,6.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,5.00 ,12.78 ,2.25 ,-1.81 ,0.00 ,,,,,,
1.00 ,11.00 ,1.00 ,5.00 ,1.00 ,10.00 ,15.00 ,1.00 ,2.00 ,10.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,38.00 ,18.00 ,9.00 ,14.67 ,2.81 ,-0.89 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,17.00 ,1.00 ,1.00 ,17.00 ,20.00 ,26.00 ,10.00 ,10.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,9.00 ,10.30 ,0.00 ,1.69 ,0.00 ,,,,,,
1.00 ,4.00 ,1.00 ,1.00 ,1.00 ,1.00 ,15.00 ,12.00 ,2.00 ,10.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,6.00 ,7.00 ,16.13 ,0.58 ,1.53 ,1.00 ,,,,,,
